"","female","cg","sc","hsg","mw","so","we","ne","exp1","exp2","exp3","wage"
"1700072",1,0,1,0,0,1,0,0,25,6.25,15.625,8.90625
"1700080",0,0,0,1,0,1,0,0,20,4,8,27.7875
"1700139",1,1,0,0,0,1,0,0,11,1.21,1.331,21.73125
"1700145",1,1,0,0,0,1,0,0,3,0.09,0.027,23.15625
"1700152",0,1,0,0,0,1,0,0,9,0.81,0.729,17.206875
"1700172",1,0,0,1,0,1,0,0,13,1.69,2.197,5.5575
"1700187",0,0,0,1,0,1,0,0,9,0.81,0.729,15.675
"1700220",1,1,0,0,0,1,0,0,8,0.64,0.512,10.6875
"1700225",1,0,0,1,0,1,0,0,33,10.89,35.937,11.4
"1700244",0,0,0,1,0,1,0,0,20,4,8,6.05625
"1700248",1,1,0,0,0,1,0,0,2,0.04,0.008,14.25
"1700249",0,0,1,0,0,1,0,0,7.5,0.5625,0.421875,5.03787878787879
"1700262",0,0,0,1,0,1,0,0,9,0.81,0.729,11.4
"1700276",0,0,0,1,0,1,0,0,8,0.64,0.512,15.675
"1700277",1,0,0,1,0,1,0,0,20,4,8,25.65
"1700290",0,0,0,1,0,1,0,0,35,12.25,42.875,10.6875
"1700291",1,0,0,1,0,1,0,0,7,0.49,0.343,10.6875
"1700292",0,0,0,1,0,1,0,0,29,8.41,24.389,9.61875
"1700293",0,1,0,0,0,1,0,0,15,2.25,3.375,17.8125
"1700298",0,0,1,0,0,1,0,0,12.5,1.5625,1.953125,16.74375
"1700299",1,0,1,0,0,1,0,0,9.5,0.9025,0.857375,16.03125
"1700304",0,0,1,0,0,1,0,0,4,0.16,0.064,8.55
"1700318",1,0,1,0,0,1,0,0,14.5,2.1025,3.048625,8.55
"1700365",0,0,0,1,0,1,0,0,12,1.44,1.728,7.8375
"1700411",0,0,1,0,0,1,0,0,6.5,0.4225,0.274625,13.5375
"1700417",0,0,1,0,0,1,0,0,8,0.64,0.512,17.4166666666667
"1700418",1,1,0,0,0,1,0,0,9,0.81,0.729,16.4666666666667
"1700422",0,0,0,1,0,1,0,0,9,0.81,0.729,17.8125
"1700432",1,0,1,0,0,1,0,0,6.5,0.4225,0.274625,11.8071428571429
"1700441",1,1,0,0,0,1,0,0,7,0.49,0.343,23.75
"1700453",0,0,0,1,0,1,0,0,22,4.84,10.648,7.8375
"1700463",0,0,1,0,0,1,0,0,13.5,1.8225,2.460375,21.375
"1700494",0,0,0,1,0,1,0,0,9,0.81,0.729,12.46875
"1700495",1,0,0,1,0,1,0,0,6,0.36,0.216,7.125
"1700500",0,0,0,1,0,1,0,0,7,0.49,0.343,9.2625
"1700507",0,0,1,0,0,1,0,0,15,2.25,3.375,6.29964
"1700515",1,0,0,1,0,1,0,0,8,0.64,0.512,8.78277111111111
"1700516",0,0,0,1,0,1,0,0,9,0.81,0.729,8.78222222222222
"1700556",0,0,0,1,0,1,0,0,9,0.81,0.729,8.90625
"1700558",0,1,0,0,0,1,0,0,7,0.49,0.343,16.328125
"1700585",0,0,0,1,0,1,0,0,23,5.29,12.167,16.03125
"1700592",0,0,1,0,0,1,0,0,25,6.25,15.625,60.42
"1700691",1,0,0,1,0,1,0,0,34,11.56,39.304,4.275
"1700699",0,0,0,1,0,1,0,0,34,11.56,39.304,7.8375
"1700776",1,1,0,0,0,1,0,0,8,0.64,0.512,13.5375
"1700781",1,1,0,0,0,1,0,0,10,1,1,12.1125
"1700783",1,1,0,0,0,1,0,0,23,5.29,12.167,14.25
"1700809",0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,5.7
"1700821",1,0,1,0,0,1,0,0,4.5,0.2025,0.091125,5.34375
"1700832",0,0,1,0,0,1,0,0,17.5,3.0625,5.359375,8.19375
"1700837",0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,17.8125
"1700847",1,0,0,1,0,1,0,0,18,3.24,5.832,11.87025
"1700851",0,1,0,0,0,1,0,0,13,1.69,2.197,21.375
"1700857",1,1,0,0,0,1,0,0,3,0.09,0.027,17.955
"1700858",1,1,0,0,0,1,0,0,2,0.04,0.008,12.3317307692308
"1700860",0,1,0,0,0,1,0,0,12,1.44,1.728,39.1875
"1700862",0,1,0,0,0,1,0,0,2,0.04,0.008,14.2507125
"1700866",0,0,1,0,0,1,0,0,9.5,0.9025,0.857375,35.26875
"1700867",0,1,0,0,0,1,0,0,6,0.36,0.216,14.25035625
"1700879",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,7.65075
"1700880",1,0,1,0,0,1,0,0,7.5,0.5625,0.421875,14.25
"1700885",0,0,0,1,0,1,0,0,26,6.76,17.576,10.6875
"1700894",1,0,1,0,0,1,0,0,6,0.36,0.216,7.125
"1700895",1,1,0,0,0,1,0,0,5,0.25,0.125,17.81285625
"1700896",1,1,0,0,0,1,0,0,8,0.64,0.512,48.45
"1700897",0,1,0,0,0,1,0,0,4,0.16,0.064,6.73636363636364
"1700898",1,1,0,0,0,1,0,0,3,0.09,0.027,12.46875
"1700899",1,1,0,0,0,1,0,0,18,3.24,5.832,348.333016666667
"1700902",0,0,0,1,0,1,0,0,8,0.64,0.512,9.5
"1700908",0,1,0,0,0,1,0,0,3,0.09,0.027,14.25
"1700909",1,0,1,0,0,1,0,0,31,9.61,29.791,14.25
"1700938",0,0,0,1,0,1,0,0,15,2.25,3.375,12.4694625
"1700995",0,0,1,0,0,1,0,0,19,3.61,6.859,39.1875
"1701001",0,0,0,1,0,1,0,0,21,4.41,9.261,10.1785714285714
"1701018",1,0,1,0,0,1,0,0,5.5,0.3025,0.166375,14.171055
"1701053",1,0,1,0,0,1,0,0,10,1,1,14.9625
"1701054",0,0,1,0,0,1,0,0,29.5,8.7025,25.672375,17.1
"1701106",1,0,1,0,0,1,0,0,7,0.49,0.343,9.2625
"1701124",1,0,0,1,0,1,0,0,7,0.49,0.343,12.9833333333333
"1701166",0,0,0,1,0,1,0,0,11,1.21,1.331,4.56
"1701182",0,1,0,0,0,1,0,0,7,0.49,0.343,16.4666666666667
"1701185",0,0,1,0,0,1,0,0,20.5,4.2025,8.615125,23.15625
"1701222",1,1,0,0,0,1,0,0,18,3.24,5.832,20.5528846153846
"1701234",1,0,1,0,0,1,0,0,22.5,5.0625,11.390625,19.59375
"1701235",1,1,0,0,0,1,0,0,2,0.04,0.008,16.53
"1701242",1,1,0,0,0,1,0,0,4,0.16,0.064,22.0875
"1701250",0,0,0,1,0,1,0,0,9,0.81,0.729,16.03125
"1701277",0,0,1,0,0,1,0,0,28,7.84,21.952,35.625
"1701281",0,1,0,0,0,1,0,0,30,9,27,16.3875
"1701286",0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,6.47727272727273
"1701295",1,1,0,0,0,1,0,0,14,1.96,2.744,13.89375
"1701327",1,1,0,0,0,1,0,0,4,0.16,0.064,7.8375
"1701358",0,0,0,1,0,1,0,0,12,1.44,1.728,11.4
"1701361",0,0,0,1,0,1,0,0,11,1.21,1.331,11.3352272727273
"1701374",1,0,0,1,0,1,0,0,14,1.96,2.744,14.5294117647059
"1701418",0,1,0,0,0,1,0,0,9,0.81,0.729,17.1
"1701428",0,0,1,0,0,1,0,0,27.5,7.5625,20.796875,5.91923076923077
"1701432",1,0,1,0,0,1,0,0,15.5,2.4025,3.723875,10.6875
"1701443",1,1,0,0,0,1,0,0,3,0.09,0.027,14.25
"1701477",1,1,0,0,0,1,0,0,2,0.04,0.008,16.3875
"1701497",0,1,0,0,0,1,0,0,3,0.09,0.027,16.815
"1701506",0,0,1,0,0,1,0,0,5,0.25,0.125,8.19375
"1701507",1,1,0,0,0,1,0,0,16,2.56,4.096,18.525
"1701559",1,0,0,1,0,1,0,0,11,1.21,1.331,11.4
"1701561",0,0,1,0,0,1,0,0,17.5,3.0625,5.359375,16.03125
"1701567",0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,8.55
"1701579",1,0,0,1,0,1,0,0,24,5.76,13.824,4.07142857142857
"1701592",1,1,0,0,0,1,0,0,8,0.64,0.512,14.9625
"1701593",0,1,0,0,0,1,0,0,15,2.25,3.375,20.1875
"1701596",0,1,0,0,0,1,0,0,17,2.89,4.913,22.0875
"1701609",1,0,1,0,0,1,0,0,19.5,3.8025,7.414875,25.08
"1701616",1,0,0,1,0,1,0,0,9,0.81,0.729,8.90625
"1701617",1,0,0,1,0,1,0,0,10,1,1,14.25
"1701629",0,0,0,1,0,1,0,0,17,2.89,4.913,16.625
"1701643",1,0,0,1,0,1,0,0,6,0.36,0.216,10.6875
"1701700",1,1,0,0,0,1,0,0,13,1.69,2.197,16.03125
"1701709",1,0,0,1,0,1,0,0,14,1.96,2.744,11.97
"1701714",0,1,0,0,0,1,0,0,6,0.36,0.216,12.2142857142857
"1701760",0,1,0,0,0,1,0,0,20,4,8,10.45
"1701761",0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,7.125
"1701762",0,1,0,0,0,1,0,0,5,0.25,0.125,15.8785714285714
"1701772",1,0,1,0,0,1,0,0,4,0.16,0.064,7.125
"1701810",0,0,1,0,0,1,0,0,20.5,4.2025,8.615125,11.4
"1701813",1,1,0,0,0,1,0,0,15,2.25,3.375,34.2
"1701822",0,0,0,1,0,1,0,0,22,4.84,10.648,7.8375
"1701830",0,1,0,0,0,1,0,0,19,3.61,6.859,28.5
"1701849",1,1,0,0,0,1,0,0,6,0.36,0.216,23.86875
"1701856",0,0,0,1,0,1,0,0,9,0.81,0.729,22.1666666666667
"1701860",0,1,0,0,0,1,0,0,8,0.64,0.512,27.36
"1701866",1,0,0,1,0,1,0,0,34,11.56,39.304,18.88125
"1701870",0,1,0,0,0,1,0,0,23,5.29,12.167,16.3875
"1701871",1,0,0,1,0,1,0,0,29,8.41,24.389,10.6875
"1701872",0,1,0,0,0,1,0,0,9,0.81,0.729,14.2507125
"1701905",0,1,0,0,0,1,0,0,27,7.29,19.683,31.6666666666667
"1701934",1,0,0,1,0,1,0,0,17,2.89,4.913,7.41
"1701935",1,1,0,0,0,1,0,0,3,0.09,0.027,17.8125
"1701967",1,1,0,0,0,1,0,0,16,2.56,4.096,16.3875
"1702011",1,0,1,0,0,1,0,0,9.5,0.9025,0.857375,13.338
"1702012",0,1,0,0,0,1,0,0,4,0.16,0.064,17.1
"1702023",0,0,0,1,0,1,0,0,27,7.29,19.683,11.4
"1702029",0,0,0,1,0,1,0,0,20,4,8,14.25
"1702041",0,1,0,0,0,1,0,0,2,0.04,0.008,19
"1702051",1,0,1,0,0,1,0,0,20.5,4.2025,8.615125,9.975
"1702053",0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,7.1969696969697
"1702074",0,0,0,1,0,1,0,0,7,0.49,0.343,6.05625
"1702077",0,0,1,0,0,1,0,0,33.5,11.2225,37.595375,14.25
"1702093",0,0,1,0,0,1,0,0,19.5,3.8025,7.414875,8.95714285714286
"1702099",0,0,1,0,0,1,0,0,10,1,1,9.975
"1702105",1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,10.1785714285714
"1702106",0,1,0,0,0,1,0,0,14,1.96,2.744,61.275
"1702172",1,1,0,0,0,1,0,0,25,6.25,15.625,14.0125
"1702173",0,0,0,1,0,1,0,0,25,6.25,15.625,6.175
"1702174",1,1,0,0,0,1,0,0,26,6.76,17.576,12.54
"1702198",0,0,0,1,0,1,0,0,6,0.36,0.216,9.5
"1702224",0,0,1,0,0,1,0,0,11,1.21,1.331,15.31875
"1702236",0,1,0,0,0,0,1,0,30,9,27,16.74375
"1702242",0,1,0,0,0,0,1,0,29,8.41,24.389,18
"1702243",1,1,0,0,0,0,1,0,4,0.16,0.064,7.48125
"1702265",0,0,0,1,0,0,1,0,29,8.41,24.389,8.55
"1702268",0,0,0,1,0,0,1,0,6,0.36,0.216,28.5
"1702278",1,0,1,0,0,0,1,0,28,7.84,21.952,26.71875
"1702300",0,0,1,0,0,0,1,0,21,4.41,9.261,9.61875
"1702316",0,1,0,0,0,0,1,0,3,0.09,0.027,5.377
"1702349",1,0,1,0,0,0,1,0,4.5,0.2025,0.091125,8.90625
"1702362",1,1,0,0,0,0,1,0,23,5.29,12.167,15.0416666666667
"1702405",1,0,1,0,0,0,1,0,4.5,0.2025,0.091125,1.06875
"1702409",1,1,0,0,0,0,1,0,3,0.09,0.027,11.75625
"1702414",1,1,0,0,0,0,1,0,10,1,1,12.46875
"1702423",0,1,0,0,0,0,1,0,3,0.09,0.027,11.97463125
"1702428",0,0,0,1,0,0,1,0,6,0.36,0.216,6.57692307692308
"1702434",1,1,0,0,0,0,1,0,12,1.44,1.728,9.975
"1702441",0,0,1,0,0,0,1,0,13,1.69,2.197,11.4
"1702461",0,1,0,0,0,0,1,0,18,3.24,5.832,8.90625
"1702468",0,0,0,1,0,0,1,0,14,1.96,2.744,10.6875
"1702499",0,0,1,0,0,0,1,0,4,0.16,0.064,18.88125
"1702507",1,0,0,1,0,0,1,0,6,0.36,0.216,9.975
"1702550",0,0,0,1,0,0,1,0,6,0.36,0.216,31.35057
"1702554",1,1,0,0,0,0,1,0,6,0.36,0.216,10.6875
"1702570",0,0,1,0,0,0,1,0,7,0.49,0.343,19.95
"1702571",1,1,0,0,0,0,1,0,4,0.16,0.064,18.88125
"1702583",0,0,1,0,0,0,1,0,11,1.21,1.331,12.1125
"1702584",1,0,1,0,0,0,1,0,8.5,0.7225,0.614125,12.8504464285714
"1702588",1,0,1,0,0,0,1,0,30.5,9.3025,28.372625,17.8125
"1702618",1,0,1,0,0,0,1,0,27,7.29,19.683,9.2625
"1702650",0,1,0,0,0,0,1,0,6,0.36,0.216,8.90625
"1702655",1,1,0,0,0,0,1,0,3,0.09,0.027,17.563125
"1702660",0,1,0,0,0,0,1,0,6,0.36,0.216,17.8125
"1702661",1,1,0,0,0,0,1,0,2,0.04,0.008,16.03125
"1702670",0,0,1,0,0,0,1,0,12.5,1.5625,1.953125,10.2916666666667
"1702691",1,1,0,0,0,0,1,0,24,5.76,13.824,26.2607142857143
"1702704",0,1,0,0,0,0,1,0,12,1.44,1.728,8.55
"1702725",0,0,0,1,0,0,1,0,28,7.84,21.952,24.9375
"1702728",0,1,0,0,0,0,1,0,22,4.84,10.648,17.1
"1702744",0,0,1,0,0,0,1,0,25.5,6.5025,16.581375,7.8375
"1702755",1,0,0,1,0,0,1,0,9,0.81,0.729,8.90625
"1702775",1,1,0,0,0,0,1,0,20,4,8,24.7395833333333
"1702777",1,0,0,1,0,0,1,0,14,1.96,2.744,7.35483870967742
"1702782",0,0,0,1,0,0,1,0,6,0.36,0.216,6.733125
"1702951",1,0,1,0,0,0,1,0,13,1.69,2.197,10.6875
"1702986",0,1,0,0,0,0,1,0,4,0.16,0.064,13.9186046511628
"1702987",1,1,0,0,0,0,1,0,2,0.04,0.008,9.2625
"1703075",0,0,0,1,0,0,1,0,7,0.49,0.343,5.7
"1703079",0,0,0,1,0,0,1,0,7,0.49,0.343,6.21465697674419
"1703080",0,0,0,1,0,0,1,0,10,1,1,11.75625
"1703120",1,0,1,0,0,0,1,0,5,0.25,0.125,5.95909090909091
"1703139",0,1,0,0,0,0,1,0,14,1.96,2.744,13.5375
"1703141",1,1,0,0,0,0,1,0,15,2.25,3.375,22.8
"1703155",1,0,1,0,0,0,1,0,12,1.44,1.728,13.5375
"1703157",0,0,1,0,0,0,1,0,18.5,3.4225,6.331625,8.32876875
"1703174",0,0,0,1,0,0,1,0,29,8.41,24.389,16.03125
"1703183",0,1,0,0,0,0,1,0,26,6.76,17.576,13.18125
"1703186",0,0,0,1,0,0,1,0,9,0.81,0.729,16.03125
"1703189",0,1,0,0,0,0,1,0,5,0.25,0.125,29.30548125
"1703256",0,1,0,0,0,0,1,0,18,3.24,5.832,9.975
"1703338",0,0,1,0,0,0,1,0,7,0.49,0.343,16.03125
"1703350",1,0,1,0,0,0,1,0,8.5,0.7225,0.614125,18.88125
"1703356",0,0,1,0,0,0,1,0,6,0.36,0.216,8.14285714285714
"1703380",0,1,0,0,0,0,1,0,13,1.69,2.197,17.45625
"1703382",0,0,0,1,0,0,1,0,20,4,8,1.1875
"1703386",1,0,0,1,0,0,1,0,25,6.25,15.625,11.4
"1703464",0,0,1,0,0,0,1,0,5,0.25,0.125,16.5987166666667
"1703473",0,0,1,0,0,0,1,0,4,0.16,0.064,9.2625
"1703504",0,0,1,0,0,0,1,0,29.5,8.7025,25.672375,12.171875
"1703506",0,0,0,1,0,0,1,0,9,0.81,0.729,22.265625
"1703514",0,0,0,1,0,0,1,0,7,0.49,0.343,21.8787878787879
"1703607",0,1,0,0,0,0,1,0,8,0.64,0.512,17.1
"1703622",0,0,1,0,0,0,1,0,5.5,0.3025,0.166375,17.6428571428571
"1703623",1,1,0,0,0,0,1,0,4,0.16,0.064,7.48125
"1703628",1,0,0,1,0,0,1,0,7,0.49,0.343,4.32681818181818
"1703671",0,1,0,0,0,0,1,0,3,0.09,0.027,22.3928571428571
"1703749",1,0,1,0,0,0,1,0,28.5,8.1225,23.149125,23.86875
"1703756",0,0,1,0,0,0,1,0,23.5,5.5225,12.977875,11.856
"1703794",0,0,0,1,0,0,1,0,8,0.64,0.512,13.5375
"1703796",1,0,1,0,0,0,1,0,29,8.41,24.389,14.9625
"1703797",0,0,1,0,0,0,1,0,6,0.36,0.216,27.1428571428571
"1703799",0,0,1,0,0,0,1,0,7,0.49,0.343,6.33333333333333
"1703803",1,0,1,0,0,0,1,0,10.5,1.1025,1.157625,10.4584821428571
"1703804",0,0,0,1,0,0,1,0,13,1.69,2.197,9.2625
"1703805",1,0,1,0,0,0,1,0,4.5,0.2025,0.091125,9.975
"1703809",0,0,0,1,0,0,1,0,31,9.61,29.791,12.1125
"1703818",1,0,0,1,0,0,1,0,31,9.61,29.791,6.4125
"1703831",0,0,1,0,0,0,1,0,17.5,3.0625,5.359375,12.6825
"1703841",0,0,0,1,0,0,1,0,9,0.81,0.729,14.25
"1703921",1,0,1,0,0,0,1,0,4.5,0.2025,0.091125,13.18125
"1703934",0,0,0,1,0,0,1,0,32,10.24,32.768,8.55
"1703953",1,0,1,0,0,0,1,0,26.5,7.0225,18.609625,14.6571428571429
"1703959",1,0,0,1,0,0,1,0,7,0.49,0.343,7.23461538461538
"1703960",0,1,0,0,0,0,1,0,3,0.09,0.027,21.16125
"1703962",0,0,0,1,0,0,1,0,10,1,1,6.76875
"1703975",0,0,1,0,0,0,1,0,12,1.44,1.728,17.1
"1703976",0,0,0,1,0,0,1,0,21,4.41,9.261,17.1
"1703993",1,1,0,0,0,0,1,0,14,1.96,2.744,9.5
"1704011",0,0,0,1,0,0,1,0,8,0.64,0.512,10.6875
"1704036",0,0,1,0,0,0,1,0,6,0.36,0.216,13.18125
"1704064",0,0,0,1,0,0,1,0,7,0.49,0.343,15.8502673796791
"1704076",0,0,0,1,0,0,1,0,20,4,8,8.82142857142857
"1704083",1,0,1,0,0,0,1,0,10.5,1.1025,1.157625,7.125
"1704091",1,0,0,1,0,0,1,0,13,1.69,2.197,7.3245
"1704092",1,1,0,0,0,0,1,0,6,0.36,0.216,11.115
"1704101",0,0,0,1,0,0,1,0,12,1.44,1.728,17.8125
"1704102",0,0,0,1,0,0,1,0,16,2.56,4.096,26.71875
"1704108",0,0,0,1,0,0,1,0,7,0.49,0.343,17.3590909090909
"1704119",0,0,0,1,0,0,1,0,11,1.21,1.331,10.5326086956522
"1704126",1,0,1,0,0,0,1,0,7,0.49,0.343,9.2625
"1704131",0,1,0,0,0,0,1,0,25,6.25,15.625,7.125
"1704141",0,1,0,0,0,0,1,0,18,3.24,5.832,18.31944375
"1704145",0,0,1,0,0,0,1,0,20,4,8,20.6964285714286
"1704148",0,0,0,1,0,0,1,0,8,0.64,0.512,7.125
"1704193",1,1,0,0,0,0,1,0,5,0.25,0.125,30.28125
"1704228",0,1,0,0,0,0,1,0,6,0.36,0.216,24.046875
"1704230",0,0,0,1,0,0,1,0,6,0.36,0.216,8.14285714285714
"1704234",0,1,0,0,0,0,1,0,8,0.64,0.512,14.25
"1704235",1,1,0,0,0,0,1,0,5,0.25,0.125,16.125
"1704239",1,1,0,0,0,0,1,0,19,3.61,6.859,11.4
"1704257",0,0,1,0,0,0,1,0,5.5,0.3025,0.166375,35.625
"1704272",1,0,0,1,0,0,1,0,13,1.69,2.197,9.61875
"1704290",0,0,0,1,0,0,1,0,16,2.56,4.096,7.80357142857143
"1704292",0,0,1,0,0,0,1,0,10,1,1,8.55
"1704298",1,0,0,1,0,0,1,0,8,0.64,0.512,5.871
"1704314",1,0,0,1,0,0,1,0,28,7.84,21.952,7.12575
"1704315",0,0,0,1,0,0,1,0,19,3.61,6.859,6.76875
"1704316",0,0,0,1,0,0,1,0,6,0.36,0.216,15.375
"1704321",0,0,0,1,0,0,1,0,15,2.25,3.375,20.30625
"1704322",1,0,0,1,0,0,1,0,14,1.96,2.744,15.675
"1704326",0,0,1,0,0,0,1,0,13.5,1.8225,2.460375,19.59375
"1704348",0,1,0,0,0,0,1,0,16,2.56,4.096,28.5
"1704374",0,1,0,0,0,0,1,0,20,4,8,19.59375
"1704382",0,0,0,1,0,0,1,0,14,1.96,2.744,10.7033333333333
"1704408",0,0,0,1,0,0,1,0,24,5.76,13.824,17.8125
"1704425",0,1,0,0,0,0,1,0,2,0.04,0.008,12.825
"1704426",0,0,1,0,0,0,1,0,13,1.69,2.197,17.1
"1704474",1,0,0,1,0,0,1,0,10,1,1,2.03571428571429
"1704492",0,1,0,0,0,0,1,0,23,5.29,12.167,39.1875
"1704515",1,0,1,0,0,0,1,0,4.5,0.2025,0.091125,11.856
"1704516",1,1,0,0,0,0,1,0,7,0.49,0.343,17.8125
"1704519",0,1,0,0,0,0,1,0,9,0.81,0.729,13.3
"1704520",1,0,1,0,0,0,1,0,10,1,1,11.5266666666667
"1704521",0,0,1,0,0,0,1,0,12.5,1.5625,1.953125,12.375
"1704526",1,1,0,0,0,0,1,0,2,0.04,0.008,8.55
"1704528",0,1,0,0,0,0,1,0,3,0.09,0.027,12.46875
"1704542",0,1,0,0,0,0,1,0,2,0.04,0.008,14.25
"1704552",1,1,0,0,0,0,1,0,2,0.04,0.008,26.71875
"1704553",0,1,0,0,0,0,1,0,7,0.49,0.343,16.3875
"1704560",0,1,0,0,0,0,1,0,25,6.25,15.625,10.6875
"1704566",0,0,0,1,0,0,1,0,7,0.49,0.343,6.99545454545455
"1704567",0,0,1,0,0,0,1,0,4.5,0.2025,0.091125,2.69594594594595
"1704605",1,0,1,0,0,0,1,0,6,0.36,0.216,13.0285714285714
"1704606",0,0,0,1,0,0,1,0,9,0.81,0.729,9.975
"1704627",0,0,1,0,0,0,1,0,12.5,1.5625,1.953125,14.25
"1704635",0,0,1,0,0,0,1,0,7,0.49,0.343,12.46875
"1704639",0,0,1,0,0,0,1,0,8.5,0.7225,0.614125,6.4125
"1704640",0,0,1,0,0,0,1,0,5.5,0.3025,0.166375,19.59375
"1704706",0,0,1,0,0,0,1,0,5.5,0.3025,0.166375,25.2613636363636
"1704742",1,0,1,0,0,0,1,0,20.5,4.2025,8.615125,15.8045454545455
"1704743",0,0,1,0,0,0,1,0,22.5,5.0625,11.390625,9.32727272727273
"1704766",1,0,0,1,0,0,1,0,10,1,1,13.65625
"1704767",1,0,0,1,0,0,1,0,7,0.49,0.343,9.975
"1704788",0,1,0,0,0,0,1,0,7,0.49,0.343,15.31875
"1704791",0,1,0,0,0,0,1,0,12,1.44,1.728,23.5125
"1704801",0,0,0,1,0,0,1,0,12,1.44,1.728,10.83
"1704802",0,0,0,1,0,0,1,0,15,2.25,3.375,9.5
"1704809",0,1,0,0,0,0,1,0,15,2.25,3.375,11.6590909090909
"1704810",0,0,1,0,0,0,1,0,29.5,8.7025,25.672375,8.19375
"1704811",1,1,0,0,0,0,1,0,11,1.21,1.331,12.46875
"1704815",0,0,0,1,0,0,1,0,6,0.36,0.216,5.7
"1704822",0,0,0,1,0,0,1,0,6,0.36,0.216,9.86538461538462
"1704849",1,0,0,1,0,0,1,0,17,2.89,4.913,17.45625
"1704888",1,0,1,0,0,0,1,0,24,5.76,13.824,11.0833333333333
"1704895",1,0,1,0,0,0,1,0,27,7.29,19.683,8.835
"1704903",1,0,0,1,0,0,1,0,8,0.64,0.512,15.0416666666667
"1704910",1,0,0,1,0,0,1,0,13,1.69,2.197,11.04375
"1704911",1,0,1,0,0,0,1,0,6.5,0.4225,0.274625,12.2142857142857
"1704915",0,0,0,1,0,0,1,0,8,0.64,0.512,9.5
"1704920",0,0,1,0,0,0,1,0,10.5,1.1025,1.157625,19.59375
"1704932",0,0,0,1,0,0,1,0,13,1.69,2.197,9.975
"1704936",0,1,0,0,0,0,1,0,10,1,1,32.0625
"1704946",1,0,1,0,0,0,1,0,9.5,0.9025,0.857375,6.92142857142857
"1704954",0,1,0,0,0,0,1,0,10,1,1,42.75
"1704961",0,0,0,1,0,0,1,0,7,0.49,0.343,12.46875
"1704966",0,1,0,0,0,0,1,0,3,0.09,0.027,16.3227272727273
"1704984",0,0,0,1,0,0,1,0,6,0.36,0.216,11.4
"1704985",0,1,0,0,0,0,1,0,11,1.21,1.331,19.95
"1704987",1,1,0,0,0,0,1,0,10,1,1,19.95
"1704996",0,0,1,0,0,0,1,0,6.5,0.4225,0.274625,11.4
"1704997",0,1,0,0,0,0,1,0,7,0.49,0.343,11.1964285714286
"1705005",1,1,0,0,0,0,1,0,7,0.49,0.343,12.825
"1705006",0,1,0,0,0,0,1,0,20,4,8,23.86875
"1705008",0,1,0,0,0,0,1,0,7,0.49,0.343,16.03125
"1705020",0,1,0,0,0,0,1,0,25,6.25,15.625,25.935
"1705021",0,0,1,0,0,0,1,0,12,1.44,1.728,13.18125
"1705040",0,0,1,0,0,0,1,0,10.5,1.1025,1.157625,13.5375
"1705044",1,0,1,0,0,0,1,0,4,0.16,0.064,17.1
"1705055",0,1,0,0,0,0,1,0,4,0.16,0.064,20.5833333333333
"1705057",0,1,0,0,0,0,1,0,30,9,27,3.705
"1705071",1,1,0,0,0,0,1,0,6,0.36,0.216,17.1
"1705128",0,1,0,0,0,0,1,0,7,0.49,0.343,16.03125
"1705227",1,0,0,1,0,0,1,0,8,0.64,0.512,10.5857142857143
"1705228",1,0,1,0,0,0,1,0,25,6.25,15.625,14.25
"1705271",1,1,0,0,0,0,1,0,9,0.81,0.729,12.825
"1705272",0,1,0,0,0,0,1,0,5,0.25,0.125,62.34375
"1705275",0,0,1,0,0,0,1,0,8,0.64,0.512,14.25
"1705276",1,0,1,0,0,0,1,0,8,0.64,0.512,15.2
"1705277",0,0,1,0,0,0,1,0,8,0.64,0.512,5.62483125
"1705295",1,1,0,0,0,0,1,0,2,0.04,0.008,8.90625
"1705306",0,0,0,1,0,0,1,0,11,1.21,1.331,10.6875
"1705307",0,0,0,1,0,0,1,0,11,1.21,1.331,10.865625
"1705330",0,1,0,0,0,0,1,0,10,1,1,19.95
"1705384",1,0,1,0,0,0,1,0,31.5,9.9225,31.255875,8.70833333333334
"1705398",0,1,0,0,0,0,1,0,7,0.49,0.343,8.90625
"1705410",1,1,0,0,0,0,1,0,4,0.16,0.064,9.2625
"1705412",1,1,0,0,0,0,1,0,4,0.16,0.064,40.7142857142857
"1705417",1,0,1,0,0,0,1,0,13.5,1.8225,2.460375,11.75625
"1705420",0,1,0,0,0,0,1,0,12,1.44,1.728,11.4
"1705466",0,1,0,0,0,0,1,0,6,0.36,0.216,19.59375
"1705478",0,0,0,1,0,0,1,0,30,9,27,6.4125
"1705583",1,1,0,0,0,0,1,0,6,0.36,0.216,9.86538461538462
"1705607",1,0,1,0,0,0,1,0,12,1.44,1.728,11.80078125
"1705635",1,1,0,0,0,0,1,0,16,2.56,4.096,23.15625
"1705637",0,0,1,0,0,0,1,0,6,0.36,0.216,18.525
"1705675",0,1,0,0,0,0,1,0,8,0.64,0.512,20.6625
